"{3, {0, 0, 4}}","{0, 1551744, 2094912, 1134360, 334368, 60894, 7182, 522, 18}"
"{3, {0, 2, 2}}","{0, 15662592, 19443456, 9136800, 2131056, 264816, 16848, 432}"
"{3, {1, 1, 3}}","{0, 37532160, 50800896, 27146400, 7594752, 1221576, 114312, 5784, 120}"
"{4, {0, 0, 2}}","{0, 2743787520, 3824621568, 2140889088, 643779072, 116086272, 13128192, 932352, 39168, 768}"
"{3, {0, 4, 0}}","{0, 1938816, 2187936, 881424, 161712, 13680, 432}"
"{3, {1, 3, 1}}","{0, 42273792, 51996672, 24025536, 5438880, 642528, 37728, 864}"
"{4, {0, 2, 0}}","{0, 2956124160, 3897759744, 2006876160, 534483456, 80709120, 6982656, 322560, 6144}"
"{3, {2, 2, 2}}","{0, 113474304, 152993664, 80922096, 22135392, 3411468, 297252, 13572, 252}"
"{4, {1, 1, 1}}","{0, 44278824960, 61398872064, 34040469504, 10057952256, 1756325376, 187362816, 11990016, 420864, 6144}"
"{5, {0, 0, 0}}","{0, 237617971200, 343673303040, 202717824000, 65407180800, 12943123200, 1655781120, 139392000, 7603200, 249600, 3840}"
"{3, {4, 0, 2}}","{0, 8294400, 12322944, 7475472, 2461020, 486228, 59379, 4377, 177, 3}"
"{3, {2, 0, 4}}","{0, 8294400, 12322944, 7475472, 2461020, 486228, 59379, 4377, 177, 3}"
"{3, {3, 1, 3}}","{0, 44236800, 65938176, 39926400, 12982320, 2493216, 290268, 20052, 756, 12}"
"{4, {2, 0, 2}}","{0, 61780008960, 90329554944, 53936017920, 17583743232, 3490727040, 440902080, 35565120, 1767168, 48960, 576}"
"{3, {5, 1, 1}}","{0, 6635520, 9758592, 5950656, 2033688, 437424, 61518, 5514, 282, 6}"
"{3, {4, 2, 0}}","{0, 9507456, 12667968, 6696840, 1884912, 313626, 31398, 1758, 42}"
"{3, {6, 0, 0}}","{0, 184320, 266112, 163376, 59508, 14844, 2673, 339, 27, 1}"
"{3, {4, 2, 2}}","{0, 33177600, 49291776, 29901888, 9844080, 1944912, 237516, 17508, 708, 12}"
"{3, {3, 3, 1}}","{0, 50941440, 68016384, 35616480, 9680448, 1494744, 132168, 6216, 120}"
"{4, {4, 0, 2}}","{0, 114452766720, 176400119808, 113210632704, 40555603584, 9090731712, 1344034080, 133559280, 8841456, 373488, 9072, 96}"
"{3, {2, 4, 0}}","{0, 10720512, 13000320, 5903856, 1315656, 154296, 9144, 216}"
"{4, {3, 1, 1}}","{0, 248825364480, 361774743552, 214609075200, 69537409536, 13755329280, 1741541760, 142369920, 7294464, 213120, 2688}"
"{4, {2, 2, 0}}","{0, 67015434240, 92264749056, 50671097856, 14804826624, 2554712064, 269720064, 17178624, 608256, 9216}"
"{3, {0, 2, 4}}","{0, 9507456, 12667968, 6696840, 1884912, 313626, 31398, 1758, 42}"
"{3, {0, 4, 2}}","{0, 10720512, 13000320, 5903856, 1315656, 154296, 9144, 216}"
"{3, {1, 3, 3}}","{0, 50941440, 68016384, 35616480, 9680448, 1494744, 132168, 6216, 120}"
"{4, {0, 2, 2}}","{0, 67015434240, 92264749056, 50671097856, 14804826624, 2554712064, 269720064, 17178624, 608256, 9216}"
"{3, {1, 1, 5}}","{0, 6635520, 9758592, 5950656, 2033688, 437424, 61518, 5514, 282, 6}"
"{3, {0, 0, 6}}","{0, 184320, 266112, 163376, 59508, 14844, 2673, 339, 27, 1}"
"{3, {2, 2, 4}}","{0, 33177600, 49291776, 29901888, 9844080, 1944912, 237516, 17508, 708, 12}"
"{4, {1, 1, 3}}","{0, 248825364480, 361774743552, 214609075200, 69537409536, 13755329280, 1741541760, 142369920, 7294464, 213120, 2688}"
"{4, {2, 0, 4}}","{0, 114452766720, 176400119808, 113210632704, 40555603584, 9090731712, 1344034080, 133559280, 8841456, 373488, 9072, 96}"
"{4, {4, 0, 0}}","{0, 7732039680, 11255980032, 6720380160, 2216739456, 456102720, 62333280, 5830560, 370944, 14880, 288}"
"{3, {2, 4, 2}}","{0, 38472192, 51169536, 26544672, 7078464, 1057896, 89208, 3960, 72}"
"{3, {1, 5, 1}}","{0, 8667648, 10418688, 4661280, 1014192, 114768, 6480, 144}"
"{3, {3, 3, 3}}","{0, 29491200, 43958784, 26617600, 8654880, 1662144, 193512, 13368, 504, 8}"
"{4, {2, 2, 2}}","{0, 1126313164800, 1631923200000, 962124410880, 308460234240, 59958385920, 7383346560, 578646720, 27898560, 751680, 8640}"
"{4, {0, 0, 4}}","{0, 7732039680, 11255980032, 6720380160, 2216739456, 456102720, 62333280, 5830560, 370944, 14880, 288}"
"{3, {0, 6, 0}}","{0, 266112, 291360, 112464, 19632, 1584, 48}"
"{4, {1, 3, 1}}","{0, 270072299520, 369917964288, 201450682368, 58073674752, 9812731392, 1003087872, 60867072, 2009088, 27648}"
"{4, {3, 1, 3}}","{0, 918793912320, 1414118227968, 904412104704, 321687250944, 71192904192, 10309996800, 993369600, 63026496, 2524608, 57792, 576}"
"{5, {2, 0, 2}}","{0, 431924576256000, 667508871168000, 430932417638400, 156153727257600, 35722491456000, 5464918560000, 574146691200, 41606092800, 2042928000, 64752000, 1190400, 9600}"
"{5, {2, 0, 0}}","{0, 11363328000000, 16954817126400, 10443777945600, 3568085184000, 760233792000, 106978435200, 10208764800, 662976000, 28608000, 758400, 9600}"
"{5, {0, 0, 2}}","{0, 11363328000000, 16954817126400, 10443777945600, 3568085184000, 760233792000, 106978435200, 10208764800, 662976000, 28608000, 758400, 9600}"
"{4, {0, 4, 0}}","{0, 9035919360, 11736935424, 5910543360, 1526328576, 221137920, 18130176, 783360, 13824}"
"{5, {0, 2, 0}}","{0, 12033847296000, 17256245760000, 10046887296000, 3179258112000, 610991136000, 74731104000, 5865984000, 286848000, 7968000, 96000}"
"{5, {1, 1, 1}}","{0, 228490149888000, 339829936128000, 208236108288000, 70543892352000, 14824254720000, 2038940064000, 187288416000, 11409408000, 442752000, 9888000, 96000}"
"{6, {0, 0, 0}}","{0, 1159859699712000, 1780791422976000, 1140813555425280, 410191172628480, 93270554265600, 14247651916800, 1508640215040, 112075453440, 5807462400, 203443200, 4423680, 46080}"
"{4, {6, 0, 0}}","{0, 3823165440, 5837285376, 3747651072, 1374378880, 328360000, 55003488, 6729936, 607440, 39120, 1616, 32}"
"{4, {4, 2, 0}}","{0, 125408010240, 180959440896, 106591157760, 34430089728, 6846036480, 882881280, 74858400, 4066272, 129120, 1824}"
"{4, {5, 1, 1}}","{0, 183996334080, 281899524096, 180310914048, 64827494400, 14765034240, 2259209088, 238103424, 17218080, 820320, 23136, 288}"
"{5, {4, 0, 0}}","{0, 57636126720000, 88901159731200, 57368187648000, 20861904268800, 4827511200000, 757738089600, 83670408000, 6624806400, 376920000, 15019200, 384000, 4800}"
"{4, {2, 4, 0}}","{0, 136164188160, 185213896704, 99979075584, 28543919616, 4779588096, 485554176, 29454336, 981504, 13824}"
"{4, {3, 3, 1}}","{0, 1007904522240, 1452384239616, 850796759040, 271063093248, 52442265600, 6449425920, 507611520, 24769152, 681600, 8064}"
"{5, {2, 2, 0}}","{0, 459568152576000, 680727638016000, 414896492544000, 139643655936000, 29128671744000, 3975015744000, 362409984000, 21956544000, 851520000, 19200000, 192000}"
"{4, {4, 2, 2}}","{0, 1383807836160, 2122056935424, 1352601165312, 480278673792, 106467685056, 15527181600, 1517825520, 98584128, 4078944, 97056, 1008}"
"{5, {3, 1, 1}}","{0, 2314591469568000, 3564795101184000, 2291652600422400, 826536980121600, 188222257536000, 28692741312000, 3011210899200, 219007180800, 10879776000, 353184000, 6758400, 57600}"
"{6, {2, 0, 0}}","{0, 80384648085504000, 126550447054848000, 83866646647848960, 31498806772408320, 7565180383088640, 1236922108876800, 142507310100480, 11768912962560, 699060741120, 29525299200, 856258560, 15621120, 138240}"
"{4, {0, 0, 6}}","{0, 3823165440, 5837285376, 3747651072, 1374378880, 328360000, 55003488, 6729936, 607440, 39120, 1616, 32}"
"{4, {0, 2, 4}}","{0, 125408010240, 180959440896, 106591157760, 34430089728, 6846036480, 882881280, 74858400, 4066272, 129120, 1824}"
"{4, {1, 1, 5}}","{0, 183996334080, 281899524096, 180310914048, 64827494400, 14765034240, 2259209088, 238103424, 17218080, 820320, 23136, 288}"
"{5, {0, 0, 4}}","{0, 57636126720000, 88901159731200, 57368187648000, 20861904268800, 4827511200000, 757738089600, 83670408000, 6624806400, 376920000, 15019200, 384000, 4800}"
"{4, {0, 4, 2}}","{0, 136164188160, 185213896704, 99979075584, 28543919616, 4779588096, 485554176, 29454336, 981504, 13824}"
"{4, {1, 3, 3}}","{0, 1007904522240, 1452384239616, 850796759040, 271063093248, 52442265600, 6449425920, 507611520, 24769152, 681600, 8064}"
"{5, {0, 2, 2}}","{0, 459568152576000, 680727638016000, 414896492544000, 139643655936000, 29128671744000, 3975015744000, 362409984000, 21956544000, 851520000, 19200000, 192000}"
"{4, {2, 2, 4}}","{0, 1383807836160, 2122056935424, 1352601165312, 480278673792, 106467685056, 15527181600, 1517825520, 98584128, 4078944, 97056, 1008}"
"{5, {1, 1, 3}}","{0, 2314591469568000, 3564795101184000, 2291652600422400, 826536980121600, 188222257536000, 28692741312000, 3011210899200, 219007180800, 10879776000, 353184000, 6758400, 57600}"
"{6, {0, 0, 2}}","{0, 80384648085504000, 126550447054848000, 83866646647848960, 31498806772408320, 7565180383088640, 1236922108876800, 142507310100480, 11768912962560, 699060741120, 29525299200, 856258560, 15621120, 138240}"
"{4, {0, 6, 0}}","{0, 4902543360, 6276225024, 3096821760, 779168256, 109432320, 8664576, 360960, 6144}"
"{4, {1, 5, 1}}","{0, 219363655680, 296889864192, 159017674752, 44876141568, 7389577728, 733275648, 43089408, 1377792, 18432}"
"{5, {0, 4, 0}}","{0, 64941170688000, 92340845568000, 53117493504000, 16535400960000, 3109450176000, 369649728000, 27965376000, 1304640000, 34176000, 384000}"
"{4, {2, 4, 2}}","{0, 1520121323520, 2183031226368, 1271435143680, 401298349824, 76522631040, 9213272640, 704160000, 33077376, 869760, 9792}"
"{5, {1, 3, 1}}","{0, 2463200575488000, 3636989263872000, 2205941876736000, 737104077312000, 152124923904000, 20439086976000, 1821902976000, 106858368000, 3957888000, 83712000, 768000}"
"{6, {0, 2, 0}}","{0, 84218555990016000, 128609501995008000, 81754850099773440, 29080114818785280, 6513357148876800, 973875865651200, 99958454507520, 7089004707840, 342376243200, 10778572800, 199895040, 1658880}"
"{4, {3, 3, 3}}","{0, 2468267458560, 3779798482944, 2401144031232, 846859569152, 185536833536, 26562931200, 2528150400, 158458368, 6276864, 142336, 1408}"
"{5, {2, 2, 2}}","{0, 13945986514944000, 21425817600000000, 13720169455718400, 4918936408857600, 1110070970304000, 166959659616000, 17180522467200, 1214708572800, 57992112000, 1783344000, 31814400, 249600}"
"{6, {1, 1, 1}}","{0, 1936318130159616000, 3041844582334464000, 2009354780180643840, 751051140542300160, 179089452001198080, 28964457131212800, 3281583960299520, 263985990727680, 15039419351040, 594152755200, 15494768640, 239708160, 1658880}"
"{7, {0, 0, 0}}","{0, 9462639862480896000, 15246273259929600000, 10421808429874544640, 4071608172016680960, 1026952754189967360, 178307659157483520, 22109565749483520, 1998175940167680, 132745496647680, 6466813839360, 227377059840, 5549967360, 85800960, 645120}"
"{4, {8, 0, 0}}","{0, 247726080, 398815488, 278901888, 116433296, 33426240, 7143464, 1184904, 153873, 15240, 1078, 48, 1}"
"{4, {6, 0, 2}}","{0, 27745320960, 45391021056, 31648418304, 12661273664, 3277102080, 582594848, 73128672, 6502212, 400800, 16216, 384, 4}"
"{4, {6, 2, 0}}","{0, 30858485760, 46897403904, 29872734720, 10799376000, 2510297920, 399248352, 44572560, 3473280, 180960, 5664, 80}"
"{4, {7, 1, 1}}","{0, 15854469120, 25769981952, 17995711488, 7327875968, 1978003840, 378391936, 52985184, 5457864, 404160, 20272, 608, 8}"
"{5, {6, 0, 0}}","{0, 65301258240000, 104393416089600, 70851271495680, 27586505720320, 6988968108800, 1235072355200, 158982341440, 15320060160, 1119662400, 61647200, 2454880, 63520, 800}"
"{4, {4, 0, 4}}","{0, 104044953600, 171074004480, 119107185408, 46983898464, 11765760384, 1974481392, 227375280, 18014310, 964656, 33348, 672, 6}"
"{4, {5, 1, 3}}","{0, 332943851520, 546756175872, 380812372992, 150746784384, 38061924480, 6479999616, 762490656, 62177112, 3447360, 123792, 2592, 24}"
"{5, {4, 0, 2}}","{0, 1630083833856000, 2616600554496000, 1777068124876800, 686811009676800, 170243711750400, 28764256272000, 3419932094400, 289835654400, 17447371200, 729492000, 20128800, 328800, 2400}"
"{4, {4, 4, 0}}","{0, 126972334080, 181618716672, 105655737600, 33550882176, 6516492480, 813221280, 65833920, 3354624, 97920, 1248}"
"{4, {5, 3, 1}}","{0, 370910085120, 565478498304, 359098604544, 127755878400, 28642160640, 4278235392, 434728512, 29805120, 1320000, 33984, 384}"
"{5, {4, 2, 0}}","{0, 1745060806656000, 2676076019712000, 1712610903398400, 615575468505600, 140079852576000, 21441736656000, 2276396827200, 169253236800, 8714088000, 298152000, 6134400, 57600}"
"{4, {6, 2, 2}}","{0, 166471925760, 272346126336, 189890509824, 75967641984, 19662612480, 3495569088, 438772032, 39013272, 2404800, 97296, 2304, 24}"
"{5, {5, 1, 1}}","{0, 3927919951872000, 6282151531315200, 4253080359444480, 1641856110366720, 408108778713600, 69587856672000, 8428335219840, 737068743360, 46553716800, 2084164800, 63007680, 1153920, 9600}"
"{6, {4, 0, 0}}","{0, 642368527073280000, 1038439501627392000, 713285338903142400, 280591386756249600, 71464255670937600, 12581288210534400, 1591354205107200, 148016329948800, 10252664812800, 530476387200, 20298470400, 554601600, 9849600, 86400}"
"{4, {2, 0, 6}}","{0, 27745320960, 45391021056, 31648418304, 12661273664, 3277102080, 582594848, 73128672, 6502212, 400800, 16216, 384, 4}"
"{4, {3, 1, 5}}","{0, 332943851520, 546756175872, 380812372992, 150746784384, 38061924480, 6479999616, 762490656, 62177112, 3447360, 123792, 2592, 24}"
"{5, {2, 0, 4}}","{0, 1630083833856000, 2616600554496000, 1777068124876800, 686811009676800, 170243711750400, 28764256272000, 3419932094400, 289835654400, 17447371200, 729492000, 20128800, 328800, 2400}"
"{4, {4, 2, 4}}","{0, 832359628800, 1368592035840, 952857483264, 375871187712, 94126083072, 15795851136, 1819002240, 144114480, 7717248, 266784, 5376, 48}"
"{5, {3, 1, 3}}","{0, 17442849816576000, 27953354244096000, 18931711341772800, 7283584174080000, 1792579826611200, 299627656512000, 35069673350400, 2907256176000, 169859433600, 6832752000, 179836800, 2784000, 19200}"
"{6, {2, 0, 2}}","{0, 4622644828569600000, 7480312687558656000, 5139861567746457600, 2019260677702348800, 511993869027840000, 89245324733644800, 11075940417484800, 996139569542400, 65189530944000, 3075081926400, 101812377600, 2241388800, 29376000, 172800}"
"{4, {2, 6, 0}}","{0, 36848148480, 49534912512, 26311452672, 7361607168, 1203468288, 118960128, 7001088, 225792, 3072}"
"{4, {3, 5, 1}}","{0, 407989370880, 582776635392, 337319869440, 105837805056, 20094946560, 2416417920, 185287680, 8780544, 234240, 2688}"
"{5, {2, 4, 0}}","{0, 1857360347136000, 2731484215296000, 1648263638016000, 547502262912000, 112283332992000, 14994800352000, 1330082208000, 77826528000, 2888352000, 61632000, 576000}"
"{4, {4, 4, 2}}","{0, 929454981120, 1418208288768, 897783158784, 315926736384, 69231059712, 9950636160, 955293120, 60713856, 2450688, 56832, 576}"
"{5, {3, 3, 1}}","{0, 18680666259456000, 28603303649280000, 18241130902118400, 6510522439833600, 1462832870784000, 219220415424000, 22512725395200, 1592785900800, 76399200000, 2373216000, 43046400, 345600}"
"{6, {2, 2, 0}}","{0, 4859546827161600000, 7614256339427328000, 5012822266737868800, 1866029460242227200, 442852251952435200, 71245657181952000, 8026626149222400, 642099915417600, 36403221657600, 1433998080000, 37445068800, 584755200, 4147200}"
"{4, {5, 3, 3}}","{0, 443925135360, 729008234496, 507749830656, 200995712512, 50749232640, 8639999488, 1016654208, 82902816, 4596480, 165056, 3456, 32}"
"{5, {4, 2, 2}}","{0, 39385756680192000, 62952726030336000, 42510436413235200, 16309715840332800, 4005904793664000, 669227037600000, 78477053193600, 6540872918400, 386017776000, 15773664000, 424291200, 6748800, 48000}"
"{6, {3, 1, 1}}","{0, 30922908590407680000, 49925691687960576000, 34207659112520908800, 13394939507507404800, 3384332528073523200, 587830024218931200, 72725579312486400, 6527493365414400, 427242977049600, 20234845785600, 676883404800, 15198220800, 205747200, 1267200}"
"{7, {2, 0, 0}}","{0, 897011333856755712000, 1475631888445145088000, 1036821212715026350080, 419353370740524810240, 110376149751945584640, 20182436611757199360, 2664021416873564160, 259659095679083520, 18910071580216320, 1031912315642880, 41928054819840, 1245010314240, 25936727040, 345461760, 2257920}"
"{4, {0, 0, 8}}","{0, 247726080, 398815488, 278901888, 116433296, 33426240, 7143464, 1184904, 153873, 15240, 1078, 48, 1}"
"{4, {0, 2, 6}}","{0, 30858485760, 46897403904, 29872734720, 10799376000, 2510297920, 399248352, 44572560, 3473280, 180960, 5664, 80}"
"{4, {1, 1, 7}}","{0, 15854469120, 25769981952, 17995711488, 7327875968, 1978003840, 378391936, 52985184, 5457864, 404160, 20272, 608, 8}"
"{5, {0, 0, 6}}","{0, 65301258240000, 104393416089600, 70851271495680, 27586505720320, 6988968108800, 1235072355200, 158982341440, 15320060160, 1119662400, 61647200, 2454880, 63520, 800}"
"{4, {0, 4, 4}}","{0, 126972334080, 181618716672, 105655737600, 33550882176, 6516492480, 813221280, 65833920, 3354624, 97920, 1248}"
"{4, {1, 3, 5}}","{0, 370910085120, 565478498304, 359098604544, 127755878400, 28642160640, 4278235392, 434728512, 29805120, 1320000, 33984, 384}"
"{5, {0, 2, 4}}","{0, 1745060806656000, 2676076019712000, 1712610903398400, 615575468505600, 140079852576000, 21441736656000, 2276396827200, 169253236800, 8714088000, 298152000, 6134400, 57600}"
"{4, {2, 2, 6}}","{0, 166471925760, 272346126336, 189890509824, 75967641984, 19662612480, 3495569088, 438772032, 39013272, 2404800, 97296, 2304, 24}"
"{5, {1, 1, 5}}","{0, 3927919951872000, 6282151531315200, 4253080359444480, 1641856110366720, 408108778713600, 69587856672000, 8428335219840, 737068743360, 46553716800, 2084164800, 63007680, 1153920, 9600}"
"{6, {0, 0, 4}}","{0, 642368527073280000, 1038439501627392000, 713285338903142400, 280591386756249600, 71464255670937600, 12581288210534400, 1591354205107200, 148016329948800, 10252664812800, 530476387200, 20298470400, 554601600, 9849600, 86400}"
"{4, {0, 6, 2}}","{0, 36848148480, 49534912512, 26311452672, 7361607168, 1203468288, 118960128, 7001088, 225792, 3072}"
"{4, {1, 5, 3}}","{0, 407989370880, 582776635392, 337319869440, 105837805056, 20094946560, 2416417920, 185287680, 8780544, 234240, 2688}"
"{5, {0, 4, 2}}","{0, 1857360347136000, 2731484215296000, 1648263638016000, 547502262912000, 112283332992000, 14994800352000, 1330082208000, 77826528000, 2888352000, 61632000, 576000}"
"{4, {2, 4, 4}}","{0, 929454981120, 1418208288768, 897783158784, 315926736384, 69231059712, 9950636160, 955293120, 60713856, 2450688, 56832, 576}"
"{5, {1, 3, 3}}","{0, 18680666259456000, 28603303649280000, 18241130902118400, 6510522439833600, 1462832870784000, 219220415424000, 22512725395200, 1592785900800, 76399200000, 2373216000, 43046400, 345600}"
"{6, {0, 2, 2}}","{0, 4859546827161600000, 7614256339427328000, 5012822266737868800, 1866029460242227200, 442852251952435200, 71245657181952000, 8026626149222400, 642099915417600, 36403221657600, 1433998080000, 37445068800, 584755200, 4147200}"
"{4, {3, 3, 5}}","{0, 443925135360, 729008234496, 507749830656, 200995712512, 50749232640, 8639999488, 1016654208, 82902816, 4596480, 165056, 3456, 32}"
"{5, {2, 2, 4}}","{0, 39385756680192000, 62952726030336000, 42510436413235200, 16309715840332800, 4005904793664000, 669227037600000, 78477053193600, 6540872918400, 386017776000, 15773664000, 424291200, 6748800, 48000}"
"{6, {1, 1, 3}}","{0, 30922908590407680000, 49925691687960576000, 34207659112520908800, 13394939507507404800, 3384332528073523200, 587830024218931200, 72725579312486400, 6527493365414400, 427242977049600, 20234845785600, 676883404800, 15198220800, 205747200, 1267200}"
"{7, {0, 0, 2}}","{0, 897011333856755712000, 1475631888445145088000, 1036821212715026350080, 419353370740524810240, 110376149751945584640, 20182436611757199360, 2664021416873564160, 259659095679083520, 18910071580216320, 1031912315642880, 41928054819840, 1245010314240, 25936727040, 345461760, 2257920}"
"{4, {0, 8, 0}}","{0, 355829760, 449155584, 217428480, 53471616, 7326720, 566016, 23040, 384}"
"{4, {1, 7, 1}}","{0, 21191639040, 28348747776, 14947977216, 4139142144, 667206144, 64748544, 3723264, 116736, 1536}"
"{5, {0, 6, 0}}","{0, 78801002496000, 111123462758400, 63194832844800, 19384760524800, 3579460416000, 416327385600, 30704371200, 1391731200, 35328000, 384000}"
"{4, {2, 6, 2}}","{0, 205044203520, 291908026368, 168036295680, 52275193344, 9801573120, 1158410880, 86860800, 4006656, 103680, 1152}"
"{5, {1, 5, 1}}","{0, 4478583177216000, 6565723663564800, 3943668250828800, 1301381657856000, 264461722214400, 34877826547200, 3041942515200, 174049344000, 6274137600, 129024000, 1152000}"
"{6, {0, 4, 0}}","{0, 707481252495360000, 1074633711538176000, 678088627835904000, 238846201127424000, 52822619188992000, 7770432892032000, 781095571200000, 53937042048000, 2517827328000, 75917952000, 1334016000, 10368000}"
"{4, {3, 5, 3}}","{0, 497283563520, 757723004928, 478104489984, 167177293824, 36245184512, 5126507520, 481463040, 29769216, 1164288, 26112, 256}"
"{5, {2, 4, 2}}","{0, 42199582113792000, 64457233256448000, 40953157170278400, 14536512230169600, 3240383630400000, 480221984160000, 48567740227200, 3366732556800, 157275648000, 4727232000, 82454400, 633600}"
"{6, {1, 3, 1}}","{0, 32510177899315200000, 50830786066268160000, 33360555041501184000, 12364031041708032000, 2916265027258368000, 465156347341824000, 51782611357440000, 4074123059712000, 225705989376000, 8611301376000, 215191296000, 3165696000, 20736000}"
"{7, {0, 2, 0}}","{0, 932922440227749888000, 1497614431199330304000, 1018533945491961937920, 395237738818409840640, 98798341668487372800, 16950206960853626880, 2067918736441743360, 182717220556523520, 11753071384320000, 546126095370240, 17897100318720, 393334179840, 5215795200, 31610880}"
"{4, {4, 4, 4}}","{0, 277453209600, 456197345280, 317619161088, 125290395904, 31375361024, 5265283712, 606334080, 48038160, 2572416, 88928, 1792, 16}"
"{5, {3, 3, 3}}","{0, 105350126764032000, 168114101501952000, 113216802806169600, 43250677978112000, 10553609645670400, 1746281598208000, 202038296652800, 16534905600000, 952892755200, 37798240000, 981497600, 15008000, 102400}"
"{6, {2, 2, 2}}","{0, 232636441618022400000, 374932145140531200000, 256221385594638336000, 99953323168748544000, 25119258454517760000, 4330261677321216000, 530116254084096000, 46887849390528000, 3007353033792000, 138530984832000, 4463244288000, 95352768000, 1211328000, 6912000}"
"{7, {1, 1, 1}}","{0, 25183322152444624896000, 41365032430883438592000, 29000834240118046064640, 11693732755628252528640, 3064635992109698334720, 556977873248115056640, 72882831551788339200, 7014387713047787520, 501306135220316160, 26586097620203520, 1033733655521280, 28667685795840, 537353349120, 6100899840, 31610880}"
"{8, {0, 0, 0}}","{0, 119720630833266032640000, 200796561000272756736000, 144711123926956218777600, 60415241009583386787840, 16528349328270038138880, 3166169317852953968640, 441843922442755768320, 46026366788113367040, 3629790873271664640, 218065033148497920, 9969100754780160, 343607014195200, 8742088212480, 157223485440, 1816657920, 10321920}"
"{5, {8, 0, 0}}","{0, 17440690176000, 28988985139200, 20803261708800, 8744165039360, 2452707230240, 494433146400, 75124205200, 8875686880, 829370370, 61290850, 3497500, 145260, 3890, 50}"
"{5, {6, 0, 2}}","{0, 1218811871232000, 2039368996454400, 1464202055854080, 607692178887680, 164742131776640, 31114936732800, 4246840997440, 426967335040, 31780933320, 1735198600, 67594480, 1775280, 28040, 200}"
"{5, {6, 2, 0}}","{0, 1315343646720000, 2094097567334400, 1412798922547200, 545307222676480, 136311114129920, 23570694483200, 2926279984000, 265601523840, 17645208960, 842134400, 27500800, 551680, 5120}"
"{5, {7, 1, 1}}","{0, 1396753956864000, 2328024113971200, 1668499676098560, 694580376535040, 190338166250240, 36738753519360, 5197807876480, 551156494720, 44150239920, 2653224880, 116524960, 3534240, 65840, 560}"
"{6, {6, 0, 0}}","{0, 1308059993899008000, 2175047062585344000, 1552081455536209920, 641522166165135360, 173998368267233280, 33156008053770240, 4630588248744960, 487389337966080, 39382567923840, 2469094830720, 120238129920, 4480450560, 122090880, 2183040, 19200}"
"{5, {4, 0, 4}}","{0, 4060624379904000, 6809259976704000, 4889123822361600, 2020348571020800, 541480376644800, 100086487108800, 13190469160800, 1259316398400, 87311637900, 4349901900, 151602600, 3505800, 48300, 300}"
"{5, {5, 1, 3}}","{0, 19531159437312000, 32695333923225600, 23439241324154880, 9677927643709440, 2595247493587200, 480982095310080, 63744004160640, 6142652526720, 431753994000, 21908858640, 781152480, 18543840, 262800, 1680}"
